SMM-ID,lat,long,name,city,municipality,country,rank,reference,eary_preclassic_2000bc_1000_bc,middle_preclassic_1000bc_400bc,late_preclassic_400bc_100ad,early_classic_250ad_600ad,late_classic_600ad_800ad,terminal_classic_800ad_900ad,early_postclassic_900ad_1200ad,late_postclassic_1200ad_1519ad,post_conquest_1520ad_1697ad,time_check_01,time_check_02,time_no_data_found
3840,-91.19798416,15.22397263,San Pablo Jocopilas,Sacapulas,Quiche,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
3841,-92.39292,16.02002,San Pedrano,La Concordia,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3842,-89.99205015,20.2546409,San Pedro,Calkini,Campeche,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3843,-91.83841,16.45336,San Pedro,Las Margaritas,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3844,-87.93602015,17.95844396,San Pedro,,Corozal,Belize,4,Ref. Masson and Mock 1981 Fig 17.1,,,,,,,,,,,,
3845,-87.72989514,20.51590322,San Pedro,Solidaridad,Quintana Roo,Mexico,4,Ref. Robles C 1990 Fig 3,,,,,,,,,,,,
3846,-92.12229,15.6672,San Pedro,Frontera Comalapa,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3847,-89.84036177,21.04358303,San Pedro,Hunucma,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
3848,-89.93312658,20.91924161,San Pedro 2,Kinchil,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
3849,-87.66352057,21.30067033,San Pedro Bacab,Tizimin,Yucatan,Mexico,4,Ref. Gongora S 2001,,,,,,,,,,,,
3850,-93.15033,16.61171,San Pedro Buenavista,Suchiapa,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3851,-93.13866,16.12879,San Pedro Buenavista,Villa Corzo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3852,-91.09025267,15.11548778,San Pedro Jocopilas,San Pedro Jocopilas,Quiche,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
3853,-88.853149,18.704601,San Pedro Peralta,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Cortes de B 1984,,,,,,,,,,,,
3854,-88.00852966,15.4708888,San Pedro Sula,San Pedro Sula,Cortes,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
3855,-88.36397266,13.37253536,San Rafael,San Rafael,San Miguel,El Salvador,4,Ref. Blom et al 1940,,,,,,,,,,,,
3856,-89.18465383,21.25198432,San Rafael,Sinanche,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
3857,-87.67779,20.44827,San Rafael,Solidaridad,Quintana Roo,Mexico,4,Ref. Cortes de B 1984,,,,,,,,,,,,
3858,-91.18198,14.49585,San Rafael Panan,Patulul,Suchitepequez,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
3859,-88.26900844,21.4468857,San Ramon,San Felipe,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
3860,-87.75238126,21.37501486,San Ramon,Tizimin,Yucatan,Mexico,4,Ref. Kepecs 1999,,,,,,,,,,,,
3861,-92.3719475,18.48729506,San Roman,Pendiente,Campeche,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
3862,-88.72688,18.79496,San Roman,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Cortes de B 1984,,,,,,,,,,,,
3863,-89.48686,18.42961,San Roman,Hopelchen,Campeche,Mexico,4,Ref. Rupert and Dennison 1943,,,,,,,,,,,,
3864,-89.13186932,20.98436243,San Roque,Tekanto,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
3865,-92.43484074,18.51728594,San Roque,Centla,Tabasco,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3866,-87.02983,20.93599,San Salvador,Benito Juarez,Quintana Roo,Mexico,4,Ref. Muller 1959,,,,,,,,,,,,
3867,-88.73685697,14.46374525,San Sebastian,Belen Gualcho,Ocotepeque,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
3868,-86.89447,20.455,San Severo,Cozumel,Quintana Roo,Mexico,4,Ref. Muller 1959,,,,,,,,,,,,
3869,-90.27862991,20.6865307,San Simon,Maxcanu,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
3870,-90.11127,20.17697,San Simon,Hecelchakan,Campeche,Mexico,4,Ref. Williams-Beck 1998,,,,,,,,,,,,
3871,-95.05387305,18.50551472,San Tecomapa,Catemaco,Veracruz,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3872,-90.19426374,15.66568576,San Vicente,San Pedro Carcha,Alta Verapaz,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
3873,-93.32854754,16.18055907,San Vicente,Villa Corzo,Chiapas,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3874,-93.3169,16.18207,San Vicente,Villa Corzo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3875,-90.84864,16.33859,San Vincente,Ocosingo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3876,-93.43493792,17.81500884,Sanchez Site or Tierra Nueva,Huimanguillo,Tabasco,Mexico,4,Ref. Berlin 1953,,,,,,,,,,,,
3877,-91.25213,14.49155,Santa Adelaida,Patulul,Suchitepequez,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
3878,-96.48826148,19.88544587,Santa Ana,Alto Lucero De Gutierrez Barrios,Veracruz,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3879,-88.28137577,17.83182052,Santa Ana,,Belize,Belize,4,Ref. Blom et al 1940,,,,,,,,,,,,
3880,-88.85808244,15.0579828,Santa Ana,San Antonio,Copan,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
3881,-91.14881,13.99701,Santa Ana,La Gomera,Escuintla,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
3882,-91.45424035,17.70335685,Santa Ana,Balancan,Tabasco,Mexico,4,Ref. Berlin 1953,,,,,,,,,,,,
3883,-89.81236221,16.79843819,Santa Ana,Santa Ana,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
3884,-87.87894978,15.34321821,Santa Ana,San Manuel,Cortes,Honduras,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
3885,-89.60298,20.26668,Santa Ana II,Santa Elena,Yucatan,Mexico,4,Ref. Dunning 1992,,,,,,,,,,,,
3886,-89.6076,20.25668,Santa Ana Rancho,Santa Elena,Yucatan,Mexico,4,Ref. Dunning 1992,,,,,,,,,,,,
3887,-88.51871874,13.56176771,Santa Anita,Mercedes Umana,Usulutan,El Salvador,4,Ref. Blom et al 1940,,,,,,,,,,,,
3888,-88.86045444,20.82413415,Santa Catalina,Sudzal,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
3889,-91.28559046,18.14473105,Santa Catalina,Escarcega,Campeche,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
3890,-88.86147258,20.91385447,Santa Catalina,Izamal,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
3891,-88.96350318,13.75807416,Santa Catarina Mita,Santa Cruz Michapa,Cuscatlan,El Salvador,4,Ref. Blom et al 1940,,,,,,,,,,,,
3892,-91.85666,16.97851,Santa Catarina Najos,Ocosingo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3893,-90.36363439,15.39708786,Santa Cruz,Santa Cruz Verapaz,Alta Verapaz,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
3894,-92.01509,17.41895,Santa Cruz,Salto De Agua,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3895,-89.45925696,20.61552286,Santa Cruz,Tecoh,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
3896,-92.28213,15.98578,Santa Cruz,La Trinitaria,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3897,-89.56097178,16.66939559,Santa Cruz,Poptun,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
3898,-92.76770567,16.53316753,Santa Cruz,Chiapilla,Chiapas,Mexico,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
3899,-93.09980185,18.23284167,Santa Cruz,Jalpa De Mendez,Tabasco,Mexico,4,Ref. Berlin 1953,,,,,,,,,,,,
3900,-88.04964137,19.57697091,Santa Cruz de Bravo,Felipe Carrillo Puerto,Quintana Roo,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3901,-89.9072957,13.66827481,Santa Elena,Acajutla,Sonsonate,El Salvador,4,Ref. Blom et al 1940,,,,,,,,,,,,
3902,-88.39234,18.48781,Santa Elena,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Cortes de B 1984,,,,,,,,,,,,
3903,-89.8897872,21.06351132,Santa Elena,Hunucma,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
3904,-92.02195,15.87604,Santa Elena,La Trinitaria,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3905,-91.80534067,16.59612511,Santa Elena,Altamirano,Chiapas,Mexico,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
3906,-89.64424816,20.33017151,Santa Elena Nohcacab,Santa Elena,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
3907,-88.62308938,21.08579328,Santa Elena or Nocsal,Cenotillo,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
3908,-91.80042,16.55803,Santa Elena Poco Uinic,Las Margaritas,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3909,-91.93978,15.74152,Santa Emilia,Frontera Comalapa,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3910,-90.81633,14.63909,Santa Fe,Chimaltenango,Chimaltenango,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
3911,-93.32536,16.2685,Santa Fe,Villaflores,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3912,-89.99425,14.9163,Santa Gertrudis,San Agustin Acasaguastlan,El Progreso,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
3913,-92.03014,16.01117,Santa Ines,La Trinitaria,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3914,-93.29272,16.19831,Santa Ines,Villa Corzo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3915,-91.94993,15.87204,Santa Inez,La Trinitaria,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3916,-90.44553,14.5119,Santa Isabel,San Jose Pinula,Guatemala,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
3917,-92.12382794,17.48598138,Santa Isabel,Palenque,Chiapas,Mexico,4,Ref. Liendo Stuardo 2001,,,,,,,,,,,,
3918,-92.01489,15.8854,Santa Isabel,La Trinitaria,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3919,-87.68853193,21.33463044,Santa Isabel,Tizimin,Yucatan,Mexico,4,Ref. Kepecs 1999,,,,,,,,,,,,
3920,-89.69850555,21.12263506,Santa Isabel,Merida,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
3921,-92.92386,16.21659,Santa Isabel I,Villa Corzo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3922,-93.46109,15.82307,Santa Isabel II,Tonala,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3923,-93.5141795,17.08703536,Santa Isidro,Tecpatan,Chiapas,Mexico,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
3924,-89.81120509,13.84071484,Santa Leticia,Apaneca,Ahuachapan,El Salvador,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
3925,-91.01205,14.32431,Santa Lucia Cozumahualpa,Santa Lucia Cotzumalguapa,Escuintla,Guatemala,4,Ref. Rupert and Dennison 1943,,,,,,,,,,,,
3926,-91.73325235,14.60118402,Santa Margarita,El Asintal,Retalhuleu,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
3927,-91.53857,17.43004,Santa Margarita,Palenque,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3928,-93.27903012,18.21937027,Santa Margarita,Comalcalco,Tabasco,Mexico,4,Ref. Berlin 1953,,,,,,,,,,,,
3929,-89.28301517,20.18522489,Santa Maria,Tekax De Alvaro Obregon,Yucatan,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3930,-88.41968125,13.34777599,Santa Maria,Santa Maria,Usulutan,El Salvador,4,Ref. Blom et al 1940,,,,,,,,,,,,
3931,-86.25638242,14.14167848,Santa Maria,Danli,El Paraiso,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
3932,-94.90601444,18.25500033,Santa Maria,Soteapan,Veracruz,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3933,-87.18188,20.97484,Santa Maria,Benito Juarez,Quintana Roo,Mexico,4,Ref. Muller 1959,,,,,,,,,,,,
3934,-91.89422,16.17576,Santa Maria,La Independencia,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3935,-92.52274,16.08304,Santa Maria,Socoltenango,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3936,-88.37481913,18.41398752,Santa Maria,,Corozal,Belize,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
3937,-89.72507126,21.15471001,Santa Maria,Merida,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
3938,-93.43174,16.85884,Santa Marta,Ocozocoautla De Espinosa,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3939,-93.38552,16.89994,Santa Marta Cave,Berriozabal,Chiapas,Mexico,4,Ref. Brown C T 1999,,,,,,,,,,,,
3940,-87.99636774,21.36922625,Santa Pilar,Tizimin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
3941,-89.34300908,20.63130498,Santa Pilar Hoolok,Homun,Yucatan,Mexico,4,Ref. Brown C T; C Peraza L 2006,,,,,,,,,,,,
3942,-89.02949758,21.31231952,Santa Rita,,Corozal,Belize,4,Ref. Covarrubias; Villanueva 2008,,X,X,X,X,,,,,,,
3943,-89.5005419,20.2976699,Santa Rita,Dzidzantun,Yucatan,Mexico,4,Ref. Pollock 1980,,,,,,,,,,,,
3944,-88.39509461,18.40232047,Santa Rita,Ticul,Yucatan,Mexico,4,Ref. Kelly 1996,,,,,,,,,,,,
3945,-89.05725,14.87202,Santa Rita,Santa Rita,Copan,Honduras,4,Ref. Rupert and Dennison 1943,,,,,,,,,,,,
3946,-92.60941084,18.55058221,Santa Rita,Centla,Tabasco,Mexico,4,Ref. Berlin 1953,,,,,,,,,,,,
3947,-88.14679104,20.86413398,Santa Rita,Temozon,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
3948,-87.89931131,15.20305109,Santa Rita,Santa Rita,Yoro,Honduras,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
3949,-89.90284331,20.99287824,Santa Rita 1,Hunucma,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
3950,-96.42283482,17.97372507,Santa Rosa,San Lucas Ojitlan,Oaxaca,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3951,-87.44623,19.52251,Santa Rosa,Felipe Carrillo Puerto,Quintana Roo,Mexico,4,Ref. Muller 1959,,,,,,,,,,,,
3952,-89.28942,18.76328,Santa Rosa,Hopelchen,Campeche,Mexico,4,Ref. Muller 1959,,,,,,,,,,,,
3953,-92.44186,16.0485,Santa Rosa,La Concordia,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3954,-88.33980428,20.73534587,Santa Rosa,Uayma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
3955,-90.63826151,16.5213578,Santa Rosa,Flores,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
3956,-88.23452971,13.75220144,Santa Rosa,Ciudad Barrios,San Miguel,El Salvador,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
3957,-89.78142,17.51552,Santa Rosa,Flores,Peten,Guatemala,4,Ref. Rupert and Dennison 1943,,,,,,,,,,,,
3958,-92.20793063,17.06631866,Santa Teresa,Chilon,Chiapas,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3959,-92.14054,16.89873,Santa Teresa,Ocosingo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3960,-89.76556203,21.0547481,Santana,Ucu,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
3961,-89.76546194,21.04933309,Santana 2,Ucu,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
3962,-87.95326373,15.24756395,Santiago,Pimienta,Cortes,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
3963,-92.72201,16.88099,Santiago,Larrainzar,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3964,-92.07475,16.55687,Santiago,Las Margaritas,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3965,-88.95377629,13.48925812,Santiago Nonualco,Santiago Nonualco,La Paz,El Salvador,4,Ref. Blom et al 1940,,,,,,,,,,,,
3966,-95.31368836,18.47255718,Santiago Tuxtla,Santiago Tuxtla,Veracruz,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3967,-95.36806831,18.4637685,Santiago Tuxtla Vol,Santiago Tuxtla,Veracruz,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3968,-87.59915,20.19192,Santo Domingo,Solidaridad,Quintana Roo,Mexico,4,Ref. Dunning 1992,,,,,,,,,,,,
3969,-89.53364459,20.1801046,Santo Domingo,Oxkutzcab,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
3970,-91.3128,14.37868,Santo Tomas,Rio Bravo,Suchitepequez,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
3971,-91.92863,16.21215,Santo Tomas,La Independencia,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3972,-86.76797,20.5544,Santo Tomas,Cozumel,Quintana Roo,Mexico,4,Ref. Hammond 1974,,,,,,,,,,,,
3973,-86.8699,20.50339,Santo Tomas,Cozumel,Quintana Roo,Mexico,4,Ref. Muller 1959,,,,,,,,,,,,
3974,-91.9472,16.94214,Santo Ton,Ocosingo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3975,-92.5928,16.35131,Santo Ton,Venustiano Carranza,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3976,-92.01607133,17.08791322,Santoton,Chilon,Chiapas,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3977,-93.47458108,18.25739147,Santuario,Comalcalco,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
3978,-88.16043629,18.32545292,Sarteneja,,Corozal,Belize,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
3979,-91.48217937,15.80906482,Sarvao,Santa Eulalia,Huehuetenango,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
3980,-89.88032991,21.07179646,Sascabchen,Hunucma,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
3981,-90.08149,18.10977,Sasilha,Champoton,Campeche,Mexico,4,Ref. Rupert and Dennison 1943,,,,,,,,,,,,
3982,-90.20281782,15.45696638,Sasis,San Pedro Carcha,Alta Verapaz,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
3983,-91.73076917,15.66578646,Satxaj,Concepcion Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
3984,-89.89387608,20.54916312,Sayab,Opichen,Yucatan,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3985,-92.92216,16.87602,Sayalo,Soyalo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3986,-92.39941,16.25094,Sayatitan,Socoltenango,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
3987,-90.19064,16.5312,Sayaxche,Sayaxche,Peten,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
3988,-89.69236667,20.10058333,Saybi,Hopelchen,Campeche,Mexico,4,Ref. Merk 2008,,,,,,,,,,,,
3989,-94.96768591,17.87629362,Sayula,Sayula De Aleman,Veracruz,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3990,-88.87986818,16.50204621,Scattered Low Mounds,,Toledo,Belize,4,Ref. Dunham et al 1994,,,,,,,,,,,,
3991,-89.64300358,21.08559134,SE of Komchen no name,Merida,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
3992,-89.77421479,21.05460692,SE of Ulila no name,Ucu,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
3993,-89.77308611,21.04559767,SE of Ulila no name,Ucu,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
3994,-89.76778279,15.50982458,Se Tzak,Cahabon,Alta Verapaz,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
3995,-89.81185,15.39409,Seamay,Senahu,Alta Verapaz,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
3996,-90.60829,15.55073,Sebalam,Coban,Alta Verapaz,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
3997,-96.17772532,18.03861618,Sebastopol,San Juan Bautista Tuxtepec,Oaxaca,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
3998,-90.57577541,15.38340135,Sechamach,San Cristobal Verapaz,Alta Verapaz,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
3999,-95.30160393,18.42696591,Sehualaca,Santiago Tuxtla,Veracruz,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
4000,-90.08511,16.53175,Seibal,Sayaxche,Peten,Guatemala,4,Ref. Ashmore 1981 Fig 6,,,X,X,X,X,,,,X,,
4001,-89.16805556,17.35111111,Seibal II or Sibal,Melchor de Mencos,Peten,Guatemala,4,Ref. Ford 2004 Paseo Pantera,,,,,,,,,,,,
4002,-87.81686883,21.35031877,Seis Cerros,Tizimin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4003,-91.15425,14.87907,Semeja,Chichicastenango,Quiche,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
4004,-88.92070484,14.50115803,Sensenti,Sensenti,Ocotepeque,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
4005,-89.84032658,20.37760641,Senuisacal,Muna,Yucatan,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
4006,-89.7943246,15.53636638,Sepocoyte,Cahabon,Alta Verapaz,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
4007,-91.36573,15.23605,Serchil,Huehuetenango,Totonicapan,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
4008,-88.75899358,16.20455784,Seven Hills,,Toledo,Belize,4,Ref. Blom et al 1940,,,,,,,,,,,,
4009,-93.28853,16.13447,Sevilla,Villa Corzo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
4010,-88.22634944,17.85572434,Shark Point,,Belize,Belize,4,Ref. Masson and Mock 1981 Fig 17.2,,,,,,,,,,,,
4011,-90.74771228,15.30042684,Shicam,Uspantan,Quiche,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
4012,-88.17717,18.22675,Shipstern,,Corozal,Belize,4,Ref. Ashmore 1981 p 158,,,,,,,,,,,,
4013,-88.6198048,17.88889885,Shipyard,,Orange Walk,Belize,4,Ref. Blom et al 1940,,,,,,,,,,,,
4014,-91.6952361,15.65670163,Si Po,Concepcion Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
4015,-89.19816731,17.32224916,Sibal,Melchor de Mencos,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
4016,-89.66108333,20.08068333,Siete Huecos,Hopelchen,Campeche,Mexico,4,Ref. Merk 2008,,,,,,,,,,,,
4017,-93.43934799,17.71302582,Sigero,Huimanguillo,Tabasco,Mexico,4,Ref. Berlin 1953,,,,,,,,,,,,
4018,-95.19284403,18.42696591,Siguapan,San Andres Tuxtla,Veracruz,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
4019,-87.83450906,14.50583975,Siguatepeque,El Rosario,Comayagua,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
4020,-88.01593017,21.12788051,Sihomal,Tizimin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4021,-89.70143662,20.69858204,Sihunchen,Abala,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4022,-90.03946813,20.99368962,Silbaas,Hunucma,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
4023,-92.24718,15.64461,Siltepec,Bella Vista,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
4024,-92.7149,17.09947,Simojovel,Simojovel,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
4025,-89.86959814,21.06385393,Sinab,Hunucma,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
4026,-90.36453394,14.11277459,Sinacantan,Chiquimulilla,Santa Rosa,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
4027,-89.18521756,21.22488546,Sinanche,Sinanche,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
4028,-90.05865239,20.89743574,Sinantok,Kinchil,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
4029,-91.88045,14.72484,Sintana,El Quetzal,Quezaltenango,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
4030,-89.25208481,20.68066361,Sion,Homun,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4031,-90.96332972,14.29973292,Siquinala,Siquinala,Escuintla,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
4032,-90.03131644,21.16449128,Sisal,Hunucma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4033,-88.55184513,20.52849189,Sisal,Kaua,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
4034,-89.0777421,20.22984947,Sisbic,Tixmehuac,Yucatan,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
4035,-88.69572091,21.12608174,Sisbic,Buctzotz,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
4036,-87.16811,21.14112,Site 1,Benito Juarez,Quintana Roo,Mexico,4,Ref. Glover and Estaban 2005,,,,,,,,,,,,
